Mon Apr 20 17:40:40 +0000 2020,1252291106387177479,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,12,33,"Spartan Caregiver Support, a new MSU program, is providing free support and resources to autism caregivers across Michigan. https://t.co/lPQ8osqwBR https://t.co/EuJnXskOvz"
Mon Apr 20 13:39:58 +0000 2020,1252230532731199488,[],"[{'screen_name': 'nraqlhzzti', 'name': 'Aqilah Mommy Kacak Antonio', 'id': 942930233606463488, 'id_str': '942930233606463488', 'indices': [0, 11]}]",1252042303864287233,942930233606463488,nraqlhzzti,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,1,@nraqlhzzti We'll be sure to post pictures soon!
Fri Apr 17 21:29:01 +0000 2020,1251261408630710273,[],"[{'screen_name': 'makayla_mason08', 'name': 'Makayla Mason', 'id': 4785671240, 'id_str': '4785671240', 'indices': [0, 16]}, {'screen_name': 'msu_scj', 'name': 'MSU Criminal Justice', 'id': 69399668, 'id_str': '69399668', 'indices': [17, 25]}, {'screen_name': 'AcademicChatter', 'name': 'Academic Chatter', 'id': 885953601067208705, 'id_str': '885953601067208705', 'indices': [26, 42]}]",1250897029653561347,4785671240,makayla_mason08,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,1,@makayla_mason08 @msu_scj @AcademicChatter Congratulations &amp; Go Green! Love your decorated cap.
Fri Apr 17 20:40:27 +0000 2020,1251249184365297665,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,76,456,MSU will freeze tuition for the 2020-21 academic year in response to the pandemic. https://t.co/UciY986nNj https://t.co/iSLwYUD795
Fri Apr 17 18:51:56 +0000 2020,1251221876212408335,[],"[{'screen_name': 'UABatMSU', 'name': 'University Activites Board at Michigan State', 'id': 39999290, 'id_str': '39999290', 'indices': [0, 9]}, {'screen_name': 'MSUUnion', 'name': 'MSU Union', 'id': 22511264, 'id_str': '22511264', 'indices': [10, 19]}]",1251210685352153094,39999290,UABatMSU,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,1,@UABatMSU @MSUUnion Relatable content.
Fri Apr 17 14:27:05 +0000 2020,1251155223717965826,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,71,360,MSU researchers have adapted and validated a more accurate COVID-19 test that could be available by the end of April. https://t.co/m9kCB1YTHQ https://t.co/eIRCwKyX88
Thu Apr 16 16:56:21 +0000 2020,1250830401121267712,[],"[{'screen_name': 'yourkidsteacher', 'name': 'Eric Johnson', 'id': 53473794, 'id_str': '53473794', 'indices': [0, 16]}, {'screen_name': 'msualumni', 'name': 'MSU Alumni Office', 'id': 40674892, 'id_str': '40674892', 'indices': [17, 27]}]",1250545486127419393,53473794,yourkidsteacher,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,2,@yourkidsteacher @msualumni Happy anniversary!
Wed Apr 15 18:05:29 +0000 2020,1250485411337691142,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,13,26,"Spartans, MSU is gathering feedback on two key initiatives: Strategic planning and diversity, equity and inclusion. Please share your input here: https://t.co/AfqC1EUWx3"
Wed Apr 15 15:48:51 +0000 2020,1250451026769055744,[],"[{'screen_name': 'EasyE_NotEasy', 'name': 'E🖤', 'id': 238313162, 'id_str': '238313162', 'indices': [0, 14]}, {'screen_name': '__Kylv', 'name': 'Ky ❤️', 'id': 328193924, 'id_str': '328193924', 'indices': [15, 22]}]",1250448515546873858,238313162,EasyE_NotEasy,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,0,@EasyE_NotEasy @__Kylv Thanks for reaching out. This information was emailed to students from MSU Student Affairs and Services on Monday. You can also find the application link at https://t.co/7KcbJGEi9G.
Wed Apr 15 15:27:01 +0000 2020,1250445529819070470,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,52,357,So proud of all the ways that Spartans are helping right now. https://t.co/OfmbJ0gI7x
